model_analyzed,command,hardware,purpose,result,status,issue_number,issue_title
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 -m sglang.launch_server --model-path=nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=triton --enable-multimodal --tool-call-parser=pythonic --cuda-graph-max-bs=48 --host=0.0.0.0 --port=8000 --quantization=modelopt,"Not explicitly stated, but implies 8 GPUs (tp=8)",Testing the 'modelopt' quantization flag to see if auto-detection would work for the model.,Failed with `ValueError: Unknown quantization method: modelopt`. The system did not recognize 'modelopt' as a valid entry in the internal `_verify_quantization` check.,broken,https://github.com/sgl-project/sglang/pull/10154,Enable native ModelOpt quantization support (3/3)
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 -m sglang.launch_server --port=8000 --model-path=nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=fa3 --enable-multimodal --tool-call-parser=pythonic --chat-template=llama-4 --cuda-graph-max-bs=32 --host=0.0.0.0 --quantization=modelopt,8xH100,Reproduction of a bug when serving the quantized Llama 4 Scout model with vision layers using sglang v0.5.0rc2-cu126.,BROKEN: Failed at startup with ValueError: Cannot find any of ['quantization'] in the model's quantization config.,broken,https://github.com/sgl-project/sglang/issues/9758,[Bug] Serving Quantized Llama 4 Scout with Sglang
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 -m sglang.launch_server --port=8000 --model-path=nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=fa3 --enable-multimodal --tool-call-parser=pythonic --chat-template=llama-4 --cuda-graph-max-bs=32 --host=0.0.0.0 --quantization=modelopt,8xH100,Testing the model with a newer version of sglang (v0.5.3rc0-cu126) to see if the quantization format is supported.,"BROKEN: Model loads and text-only queries work, but the server crashes on image queries with AssertionError: `x` is not contiguous in the fp8_kernel.",broken,https://github.com/sgl-project/sglang/issues/9758,[Bug] Serving Quantized Llama 4 Scout with Sglang
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 -m sglang.launch_server --port=8000 --model-path=nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=fa3 --enable-multimodal --tool-call-parser=pythonic --chat-template=llama-4 --cuda-graph-max-bs=32 --host=0.0.0.0 --quantization=modelopt,Mentioned 8xH100 environment earlier in thread,Testing the latest version of sglang with multimodal enabled.,BROKEN: Failed with OSError: Can't load image processor for 'nvidia/Llama-4-Scout-17B-16E-Instruct-FP8' due to missing preprocessor_config.json or transformers version issues.,broken,https://github.com/sgl-project/sglang/issues/9758,[Bug] Serving Quantized Llama 4 Scout with Sglang
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,SGLANG_ENABLE_SPEC_V2=1 python3 -m sglang.launch_server --model-path=nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=fa3 --enable-multimodal --tool-call-parser=pythonic --cuda-graph-max-bs=48 --host=0.0.0.0 --speculative-algorithm=EAGLE3 --speculative-num-steps=3 --speculative-eagle-topk=4 --speculative-num-draft-tokens=8 --speculative-draft-model-path=<llama 4 scout eagle head> --port=8000 --schedule-low-priority-values-first --enable-priority-scheduling --log-requests --log-requests-level=1 --enable-request-time-stats-logging --priority-scheduling-preemption-threshold=1000 --max-running-requests=192 --kv-cache-dtype bfloat16,8x NVIDIA H100 80GB HBM3,Testing the Llama 4 Scout FP8 model with the overlap scheduler (SGLANG_ENABLE_SPEC_V2=1) and EAGLE3 speculative decoding.,BROKEN: The server fails during the first prefill batch with a 'RuntimeError: Triton Error [CUDA]: device-side assert triggered' related to index out of bounds in IndexKernel.cu.,broken,https://github.com/sgl-project/sglang/issues/12707,[Bug] Overlap scheduler with Llama 4 Scout FP8 cuda error
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 -m sglang.launch_server --model-path=nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=fa3 --enable-multimodal --tool-call-parser=pythonic --cuda-graph-max-bs=48 --host=0.0.0.0 --speculative-algorithm=EAGLE3 --speculative-num-steps=3 --speculative-eagle-topk=4 --speculative-num-draft-tokens=8 --speculative-draft-model-path=<llama 4 scout eagle head> --port=8000 --schedule-low-priority-values-first --enable-priority-scheduling --log-requests --log-requests-level=1 --enable-request-time-stats-logging --priority-scheduling-preemption-threshold=1000 --max-running-requests=192 --kv-cache-dtype bfloat16,8x NVIDIA H100 80GB HBM3,Running the Llama 4 Scout FP8 model with speculative decoding but with the overlap scheduler disabled (SGLANG_ENABLE_SPEC_V2 unset).,WORKING: The author notes that the server starts successfully when the overlap scheduler environment variable is not set.,working,https://github.com/sgl-project/sglang/issues/12707,[Bug] Overlap scheduler with Llama 4 Scout FP8 cuda error
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 -m sglang.launch_server --model-path=nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=fa3 --enable-multimodal --tool-call-parser=pythonic --cuda-graph-max-bs=48 --host=0.0.0.0 --port=8000,8x NVIDIA H200 (Compute Capability: 9.0),Reproduce a startup bug where cuda graph capture fails for ModelOpt FP8 quantized models on sglang v0.5.4.post1.,BROKEN: Fails with 'Exception: Capture cuda graph failed: query and key must have the same dtype' during startup. This was identified as a regression from version v0.5.3.post3.,broken,https://github.com/sgl-project/sglang/issues/12298,[Bug] modelopt query and key must have the same dtype on v0.5.4.post1
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 -m sglang.launch_server --model-path=nvidia/Llama-4-Scout-17B-16E-Instruct-FP8 --quantization modelopt --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=fa3 --enable-multimodal --tool-call-parser=pythonic --cuda-graph-max-bs=48 --kv-cache-dtype=fp8_e4m3,8x NVIDIA H200,Recommended configuration for ModelOpt checkpoints to resolve the dtype mismatch error and properly load the FP8 model.,"Working/Recommended. According to maintainers, specifying '--quantization modelopt' is required for these checkpoints to work in later versions.",working,https://github.com/sgl-project/sglang/issues/12298,[Bug] modelopt query and key must have the same dtype on v0.5.4.post1
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,python3 -m sglang.launch_server --model-path=/models/llama-4-scout-fp8 --tp=8 --trust-remote-code --mem-fraction-static 0.7 --context-length=131072 --attention-backend=fa3 --enable-multimodal --tool-call-parser=pythonic --cuda-graph-max-bs=48 --host=0.0.0.0 --port=8000 --kv-cache-dtype bfloat16,8x NVIDIA H200,Attempt to bypass the Exception: Capture cuda graph failed: query and key must have the same dtype error.,Working. The user confirmed they can bypass the startup error by setting '--kv-cache-dtype bfloat16'.,working,https://github.com/sgl-project/sglang/issues/12298,[Bug] modelopt query and key must have the same dtype on v0.5.4.post1
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,"llm = Engine(model_path='meta-llama/Llama-4-Scout-17B-16E-Instruct', tokenizer_path='meta-llama/Llama-4-Scout-17B-16E-Instruct', tokenizer_mode='auto', skip_tokenizer_init=False, load_format='auto', model_loader_extra_config='{}', trust_remote_code=True, dtype='auto', kv_cache_dtype='auto', quantization='fp8', quantization_param_path=None, context_length=20000, device='cuda', served_model_name='meta-llama/Llama-4-Scout-17B-16E-Instruct', chat_template='llama_4_vision', completion_template=None, is_embedding=False, enable_multimodal=True, revision=None, hybrid_kvcache_ratio=None, impl='auto', host='0.0.0.0', port=8000, mem_fraction_static=0.91, max_running_requests=None, max_total_tokens=None, chunked_prefill_size=32768, max_prefill_tokens=32768, schedule_policy='fcfs', schedule_conservativeness=1.0, cpu_offload_gb=0, page_size=1, tp_size=8, pp_size=1, max_micro_batch_size=None, stream_interval=1, stream_output=False, random_seed=941523765, constrained_json_whitespace_pattern=None, watchdog_timeout=300, dist_timeout=None, download_dir=None, base_gpu_id=0, gpu_id_step=1, sleep_on_idle=False, log_level='info', log_level_http=None, log_requests=False, log_requests_level=0, crash_dump_folder=None, show_time_cost=False, enable_metrics=False, bucket_time_to_first_token=None, bucket_e2e_request_latency=None, bucket_inter_token_latency=None, collect_tokens_histogram=False, decode_log_interval=40, enable_request_time_stats_logging=False, kv_events_config=None, api_key=None, file_storage_path='sglang_storage', enable_cache_report=False, reasoning_parser=None, tool_call_parser=None, dp_size=1, load_balance_method='round_robin', dist_init_addr=None, nnodes=1, node_rank=0, json_model_override_args='{}', preferred_sampling_params=None, lora_paths=None, max_loras_per_batch=8, lora_backend='triton', attention_backend=None, sampling_backend='flashinfer', grammar_backend='xgrammar', mm_attention_backend=None, speculative_algorithm=None, speculative_draft_model_path=None, speculative_num_steps=None, speculative_eagle_topk=None, speculative_num_draft_tokens=None, speculative_accept_threshold_single=1.0, speculative_accept_threshold_acc=1.0, speculative_token_map=None, ep_size=1, enable_ep_moe=False, enable_deepep_moe=False, enable_flashinfer_moe=False, deepep_mode='auto', ep_num_redundant_experts=0, ep_dispatch_algorithm='static', init_expert_location='trivial', enable_eplb=False, eplb_algorithm='auto', eplb_rebalance_num_iterations=1000, eplb_rebalance_layers_per_chunk=None, expert_distribution_recorder_mode=None, expert_distribution_recorder_buffer_size=1000, enable_expert_distribution_metrics=False, deepep_config=None, moe_dense_tp_size=None, enable_double_sparsity=False, ds_channel_config_path=None, ds_heavy_channel_num=32, ds_heavy_token_num=256, ds_heavy_channel_type='qk', ds_sparse_decode_threshold=4096, disable_radix_cache=True, cuda_graph_max_bs=2000, cuda_graph_bs=[2000], disable_cuda_graph=False, disable_cuda_graph_padding=False, enable_profile_cuda_graph=False, enable_nccl_nvls=False, enable_tokenizer_batch_encode=False, disable_outlines_disk_cache=False, disable_custom_all_reduce=False, enable_mscclpp=False, disable_overlap_schedule=False, disable_overlap_cg_plan=False, enable_mixed_chunk=False, enable_dp_attention=False, enable_dp_lm_head=False, enable_two_batch_overlap=False, enable_torch_compile=False, torch_compile_max_bs=32, torchao_config='', enable_nan_detection=False, enable_p2p_check=False, triton_attention_reduce_in_fp32=False, triton_attention_num_kv_splits=8, num_continuous_decode_steps=1, delete_ckpt_after_loading=False, enable_memory_saver=False, allow_auto_truncate=False, enable_custom_logit_processor=False, enable_hierarchical_cache=False, hicache_ratio=2.0, hicache_size=0, hicache_write_policy='write_through_selective', flashinfer_mla_disable_ragged=False, disable_shared_experts_fusion=False, disable_chunked_prefix_cache=False, disable_fast_image_processor=False, enable_return_hidden_states=False, warmups=None, debug_tensor_dump_output_folder=None, debug_tensor_dump_input_file=None, debug_tensor_dump_inject=False, debug_tensor_dump_prefill_only=False, disaggregation_mode='null', disaggregation_transfer_backend='mooncake', disaggregation_bootstrap_port=8998, disaggregation_decode_tp=None, disaggregation_decode_dp=None, disaggregation_prefill_pp=1, disaggregation_ib_device=None, num_reserved_decode_tokens=512, pdlb_url=None, custom_weight_loader=[], weight_loader_disable_mmap=False)",8x NVIDIA H200 (TP 8),Reproduction script to test precomputed vision features for Llama 4 Scout 17B with FP8 quantization using SGLang Engine API.,BROKEN: Fails with `ValueError: Could not make a flat list of images`. The precomputed vision features are incorrectly passed to the HuggingFace preprocessor because the Llama 4 processor in SGLang did not support skipping the vision encoder for precomputed inputs.,broken,https://github.com/sgl-project/sglang/issues/8065,[Bug] precomputed_feature does not work with Llama 4 vision
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,python3 -m sglang.launch_server --model-path nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 --trust-remote-code --tp 1 --attention-backend flashinfer --cuda-graph-max-bs 16 --tool-call-parser qwen3_coder --mem-fraction-static 0.6 --reasoning-parser nano_v3,NVIDIA Jetson Thor,Attempting to run the model on a Jetson Thor edge device for serving.,BROKEN: Consistently fails with 'Rank 0 scheduler is dead' and 'Exit code: -9' (likely OOM or process kill). An EOFError is raised during the subprocess launch phase.,broken,https://github.com/sgl-project/sglang/issues/15272,NVIDIA-Nemotron-3-Nano issue: Rank 0 scheduler is dead.
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,python3 -m sglang.launch_server --model-path nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 --trust-remote-code --tp 1 --attention-backend flashinfer --cuda-graph-max-bs 16 --tool-call-parser qwen3_coder --mem-fraction-static 0.6 --reasoning-parser nano_v3,DGX Spark,Running the model on a high-performance DGX Spark system for comparison.,Working successfully as reported by the author.,working,https://github.com/sgl-project/sglang/issues/15272,NVIDIA-Nemotron-3-Nano issue: Rank 0 scheduler is dead.
nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,python3 -m sglang.launch_server --model-path nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8--max-mamba-cache-size 256,,Benchmark GSM8K performance using SGLang to compare with VLLM.,Working. Achieved GSM8K score of 0.881 ± 0.008.,working,https://github.com/sgl-project/sglang/pull/12018,Feature/nano v2 offline modelopt fp8 and nvfp4
nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,vllm serve nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8 --trust-remote-code --max-num-seqs 512 --mamba_ssm_cache_dtype float32,,Benchmark GSM8K performance using VLLM for comparison purposes.,Working. Achieved GSM8K score of 0.892 ± 0.008.,working,https://github.com/sgl-project/sglang/pull/12018,Feature/nano v2 offline modelopt fp8 and nvfp4
nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,"python -m lm_eval --model local-chat-completions --model_args ""model=nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,base_url=http://localhost:8000/v1/chat/completions,api_key=EMPTY,num_concurrent=256,timeout=3600"" --tasks gsm8k --apply_chat_template --system_instruction ""/no_think"" --gen_kwargs temperature=0.6,top_p=0.95,do_sample=true,seed=1 --output_path ./results/$(date +%s) --log_samples",,Run accuracy evaluation (lm-eval) on the GSM8K task via a local server endpoint.,Results logged to file; used to generate comparative accuracy table in the PR description.,working,https://github.com/sgl-project/sglang/pull/12018,Feature/nano v2 offline modelopt fp8 and nvfp4
nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,python3 -m sglang.launch_server --model-path nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8--max-mamba-cache-size 256,,Launch SGLang server to support and verify the FP8 variant of the Nemotron-Nano-9B-v2 model.,GSM8K accuracy: 0.881 ± 0.008. Used for benchmarking against vLLM.,working,https://github.com/sgl-project/sglang/pull/11866,Support nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8/NVFP4
nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,vllm serve nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8 --trust-remote-code --max-num-seqs 512 --mamba_ssm_cache_dtype float32,,Serve the FP8 model using vLLM for baseline comparison against SGLang.,GSM8K accuracy: 0.892 ± 0.008.,working,https://github.com/sgl-project/sglang/pull/11866,Support nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8/NVFP4
nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,"python -m lm_eval --model local-chat-completions --model_args ""model=nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,base_url=http://localhost:8000/v1/chat/completions,api_key=EMPTY,num_concurrent=256,timeout=3600"" --tasks gsm8k --apply_chat_template --system_instruction ""/no_think"" --gen_kwargs temperature=0.6,top_p=0.95,do_sample=true,seed=1 --output_path ./results/$(date +%s) --log_samples",,Evaluate the accuracy of the FP8 model on the GSM8K benchmark using the local chat completions API (SGLang/vLLM server).,"Produced accuracy metrics (0.881 for SGLang, 0.892 for vLLM) used to validate the implementation of FP8 support.",working,https://github.com/sgl-project/sglang/pull/11866,Support nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8/NVFP4
nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,python -m sglang.launch_server --model-path nvidia/NVIDIA-Nemotron-Nano-9B-v2 --tokenizer-path nvidia/NVIDIA-Nemotron-Nano-9B-v2 --tokenizer-mode auto --model-loader-extra-config '{}' --trust-remote_code True --host 0.0.0.0 --port 20002 --dtype auto --kv-cache-dtype fp8_e5m2 --mem-fraction-static 0.812 --chunked-prefill-size 2048 --max-prefill-tokens 16384 --schedule-policy fcfs --schedule-conservativeness 1.0 --page-size 1 --tp-size 2 --pp-size 1 --stream-interval 1 --stream-output False --random-seed 875238230 --watchdog-timeout 300 --log-level info --file-storage-path sglang_storage --load-balance-method round_robin --nnodes 1 --node_rank 0 --json-model-override-args '{}' --lora-backend triton --sampling-backend flashinfer --grammar-backend xgrammar --speculative-accept-threshold-single 1.0 --speculative-accept-threshold-acc 1.0 --ep_size 1 --moe_a2a_backend none --moe_runner_backend auto --flashinfer_mxfp4_moe_precision default --deepep_mode auto --ep_num_redundant_experts 0 --ep_dispatch_algorithm static --init_expert_location trivial --eplb_algorithm auto --eplb_rebalance_num_iterations 1000 --hicache_ratio 2.0 --hicache_size 0 --hicache_write_policy write_through_selective --hicache_io_backend kernel --hicache_mem_layout layer_first --offload_group_size -1 --offload_num_in_group 1 --offload_prefetch_step 1 --offload_mode cpu --cuda_graph_max_bs 8 --tbo_token_distribution_threshold 0.48 --torch_compile_max_bs 32 --torchao_config '' --triton_attention_num_kv_splits 8 --num_continuous_decode_steps 1 --scheduler_recv_interval 1 --disaggregation_mode null --disaggregation_transfer_backend mooncake --disaggregation_bootstrap_port 8998 --disaggregation_prefill_pp 1 --num_reserved_decode_tokens 512 --sm_group_num 3,2 GPUs (tp_size 2),Attempting to run the Mamba-based Nemotron-Nano model using sglang with FP8 KV cache support.,"BROKEN: Failed with `ImportError: mamba-ssm is required by the Mamba model but cannot be imported`. The logs indicate that the `mamba_ssm` dependency was missing in the `lmsysorg/sglang:b200-cu129` container, and the maintainers noted that Mamba-based models were not yet supported by sglang at that time.",broken,https://github.com/sgl-project/sglang/issues/10067,Can't run mamba based nemotron models - nvidia/NVIDIA-Nemotron-Nano-9B-v2
nvidia/Qwen2.5-VL-7B-Instruct-FP8,python3 -m sglang.launch_server --model-path Qwen/Qwen2.5-VL-7B-Instruct --host 0.0.0.0 --port 30000,NVIDIA A40 (46GB),Launch the SGLang server for Qwen2.5-VL-7B-Instruct using the OpenAI API Vision backend to serve requests.,BROKEN: Failed during CUDA graph capture with a RuntimeError. The error 'You're trying to build PyTorch with a too old version of GCC. We need GCC 9 or later' occurred during the JIT compilation of FlashInfer kernels.,broken,https://github.com/sgl-project/sglang/issues/6801,[Bug] RuntimeError: Error building extension 'batch_prefill_with_kv_cache...' when deploying Qwen2.5-VL-7B-Instruct
nvidia/Qwen2.5-VL-7B-Instruct-FP8,python3 -m sglang.launch_server --model-path /mnt/data/models/Qwen2.5-VL-7B-Instruct-NVFP4 --host 0.0.0.0 --port 30000 --disable-radix-cache --chunked-prefill-size 1024 --max-running-requests 20 --cuda-graph-max-bs 10 --max-total-tokens 32000 --mem-fraction-static 0.75 --moe-runner-backend flashinfer_cutlass --quantization modelopt_fp4 --attention-backend triton,"Not explicitly stated, but log shows approx 90.64 GB available memory",Attempting to launch a Qwen2.5-VL model with NVFP4 (ModelOpt) quantization using SGLang to test support for FP4 vision-language models.,"BROKEN: Encountered an AssertionError during weight loading: `AssertionError: param_data.shape=torch.Size([1280, 640]), loaded_weight.shape=torch.Size([1280, 1280])`. The user suspects the vision module is in FP4 format but is being read as FP8, causing a shape mismatch.",broken,https://github.com/sgl-project/sglang/issues/13821,[Feature] Does it support running VL models like Qwen3-VL with nvfp4 or other quantizations?
nvidia/Qwen2.5-VL-7B-Instruct-FP8,"CUDA_VISIBLE_DEVICES=0,1 python3 -m sglang.launch_server --model Qwen2.5-VL-7B-Instruct --port 3000 --chat-template qwen2-vl --host $HOST --tensor-parallel-size 2 --dtype half --mem-fraction-static 0.8",2x RTX 4090 (24GB each),Attempting to run Qwen2.5-VL-7B-Instruct using tensor parallelism across two GPUs to avoid OOM when processing multiple frames (14 frames).,BROKEN: Hits OOM limit at the same frame count as a single GPU. User observes that it looks like the model is being duplicated on both GPUs rather than sharded.,broken,https://github.com/sgl-project/sglang/issues/5374,Qwen2.5-VL still runs out of memory on 2 GPUs (seems to duplicate the model instead of splitting it)
nvidia/Qwen2.5-VL-7B-Instruct-FP8,"CUDA_VISIBLE_DEVICES=0,1 python3 -m sglang.launch_server --model Qwen2.5-VL-7B-Instruct --port 3000 --chat-template qwen2-vl --host $HOST --tp 2",2x RTX 4090 (24GB each),Alternative command configuration using abbreviated `--tp` flag to test tensor parallelism for Qwen2.5-VL-7B-Instruct.,"BROKEN: Same behavior as previous command; consistently runs out of memory with 14 frames. However, a commenter (yhyang201) noted that logs show weights are actually being split (~7.93 GB per GPU).",broken,https://github.com/sgl-project/sglang/issues/5374,Qwen2.5-VL still runs out of memory on 2 GPUs (seems to duplicate the model instead of splitting it)
nvidia/Qwen2.5-VL-7B-Instruct-FP8,USE_TRITON_W8A8_FP8_KERNEL=1 python -m sglang.launch_server --model-path /data/models/quant/Qwen2.5-VL-7B-Instruct-FP8-Dynamic --context-length 4096 --mem-fraction-static 0.75 --max-running-requests 64 --port 8000,RTX 5070Ti,Benchmark Triton FP8 kernel performance for Qwen2.5-VL-7B-FP8-Dynamic.,Successful. Output token throughput: 377.67 tok/s. Total token throughput: 463.20 tok/s. Mean TPOT: 88.14 ms.,working,https://github.com/sgl-project/sglang/pull/9403,[sgl-kernel] feat: Support sm120 cutlass fp8 gemm kernel
nvidia/Qwen2.5-VL-7B-Instruct-FP8,python -m sglang.launch_server --model-path /data/models/quant/Qwen2.5-VL-7B-Instruct-FP8-Dynamic --context-length 4096 --mem-fraction-static 0.75 --max-running-requests 64 --port 8000,RTX 5070Ti,Benchmark the new Cutlass FP8 kernel performance for Qwen2.5-VL-7B-FP8-Dynamic to compare against Triton.,Successful and faster than Triton. Output token throughput: 527.49 tok/s. Total token throughput: 639.70 tok/s. Mean TPOT: 52.84 ms.,working,https://github.com/sgl-project/sglang/pull/9403,[sgl-kernel] feat: Support sm120 cutlass fp8 gemm kernel
nvidia/Qwen2.5-VL-7B-Instruct-FP8,python -m sglang.launch_server --model-path /mnt/Qwen2.5-VL-7B-Instruct-FP8-Dynamic --context-length 4096 --mem-fraction-static 0.75 --max-running-requests 64 --port 8001,2x RTX 6000 Ada (referenced as 6000 PRO),Attempt to reproduce benchmarks for Cutlass FP8 kernel on different hardware (RTX 6000 Ada).,Successful but slower than Triton in this environment. Total token throughput: 1442.56 tok/s. Mean ITL: 14.65 ms.,working,https://github.com/sgl-project/sglang/pull/9403,[sgl-kernel] feat: Support sm120 cutlass fp8 gemm kernel
nvidia/Qwen2.5-VL-7B-Instruct-FP8,USE_TRITON_W8A8_FP8_KERNEL=1 python -m sglang.launch_server --model-path /mnt/Qwen2.5-VL-7B-Instruct-FP8-Dynamic --context-length 4096 --mem-fraction-static 0.75 --max-running-requests 64 --port 8001,2x RTX 6000 Ada (referenced as 6000 PRO),Baseline Triton benchmark on RTX 6000 Ada to compare with Cutlass performance.,Successful and faster than Cutlass in this configuration. Total token throughput: 1852.32 tok/s. Mean ITL: 11.37 ms.,working,https://github.com/sgl-project/sglang/pull/9403,[sgl-kernel] feat: Support sm120 cutlass fp8 gemm kernel
nvidia/Qwen2.5-VL-7B-Instruct-FP8,"VIDEO_MAX_PIXELS=89600000 SGLANG_IMAGE_PROCESSOR_FAST_DEVICE=cpu CUDA_VISIBLE_DEVICES=0,1,2,3,4,5,6,7 HIP_DISABLE_FLASHDECODE=1 HIP_HEAD_REDUCE=1 HIP_DEBUG_LAST_DENSE=128 HIP_DEBUG_FORCE_DENSE_DECODE=1 CUDA_LAUNCH_BLOCKING=0 HIP_DEBUG=0 python -m sglang.launch_server --model-path Qwen/Qwen2.5-VL-72B-Instruct-AWQ --port 30000 --tp 8 --max-total-tokens 256000 --context-length 256000 --cuda-graph-bs 1 --max-running-req 1 --chunked-prefill-size -1 --hip-attention-config '{""using_extend"": true, ""dense_layers"": [0, 1, 2, 3, 11, 19, 27, 35, 43, 51, 59, 67, 75, 79], ""layers"": [{""sliding_window_size"": ""122880"", ""second_stage_k"": 4096, ""sa_extend_backend"": ""streaming"", ""scan_extend_backend"": ""streaming"", ""stages"": [{""stage_block_size_q"": 64, ""stage_block_stride_q"": 4, ""stage_chunk_size"": 128, ""stage_k"": null, ""stage_stride"": 1}, {""stage_block_size_q"": 64, ""stage_block_stride_q"": 4, ""stage_chunk_size"": 32, ""stage_k"": 32768, ""stage_stride"": 1}, {""stage_block_size_q"": 64, ""stage_block_stride_q"": 1, ""stage_chunk_size"": 8, ""stage_k"": 8192, ""stage_stride"": 1}]}, {""sliding_window_size"": 4096, ""second_stage_k"": 2048, ""sa_extend_backend"": ""streaming"", ""scan_extend_backend"": ""streaming"", ""stages"": [{""stage_block_size_q"": 64, ""stage_block_stride_q"": 4, ""stage_chunk_size"": 128, ""stage_k"": null, ""stage_stride"": 1}, {""stage_block_size_q"": 64, ""stage_block_stride_q"": 4, ""stage_chunk_size"": 32, ""stage_k"": 32768, ""stage_stride"": 1}, {""stage_block_size_q"": 64, ""stage_block_stride_q"": 1, ""stage_chunk_size"": 8, ""stage_k"": 8192, ""stage_stride"": 1}]}]}' --disable-radix-cache --attention-backend flashinfer --disable-cuda-graph --enable-multimodal --chat-template qwen2-vl --kv-cache-dtype fp8_e5m2 --enable-hip-attention","8 GPUs (CUDA_VISIBLE_DEVICES=0,1,2,3,4,5,6,7)",Testing Qwen2.5-VL-72B-Instruct-AWQ with InfiniteHiP (Sparse Attention) for long-context vision-language tasks.,Working/Experimental. Achieved 54.28 accuracy on LongVideoBench (first 748 samples) with a 128k context length. Notes that hyperparameters were copied from language models and not yet fully optimized for vision models.,experimental,https://github.com/sgl-project/sglang/pull/3930,[Feature] Support Efficient Sparse HiP Attention (InfiniteHiP) with Long-Context Generalization and KV Offloading Capabilties
nvidia/Qwen2.5-VL-7B-Instruct-FP8,python -m sglang.launch_server --model-path Qwen/Qwen3-VL-8B-Instruct-FP8 --tp-size 1 --mem-fraction-static 0.7 --context-length 8192 --max-running-requests 128 --host 0.0.0.0 --port 7860 --enable-metrics,1x GPU (44.39 GiB capacity mentioned in logs),Original bug report reproduction: Serving the model via OpenAI-compatible API to test memory stability with image requests.,"BROKEN: GPU memory steadily increases with image requests, eventually failing with 'torch.OutOfMemoryError: CUDA out of memory' during the logits processor step.",broken,https://github.com/sgl-project/sglang/issues/13940,[Bug] Qwen3-VL: GPU memory steadily increases with image requests (ends in CUDA OOM)
nvidia/Qwen2.5-VL-7B-Instruct-FP8,SGLANG_USE_CUDA_IPC_TRANSPORT=1 SGLANG_VLM_CACHE_SIZE_MB=0 python -m sglang.launch_server --model-path /home/admin/Qwen3-VL-8B-Instruct --host 0.0.0.0 --port 30000 --trust-remote-code --tp-size 8 --enable-cache-report --log-level info --max-running-requests 48 --mem-fraction-static 0.8 --chunked-prefill-size 8192 --attention-backend fa3 --mm-attention-backend fa3,8x NVIDIA H20,Maintainer attempt to reproduce the OOM issue on high-end hardware using Tensor Parallelism (TP8) and specific transport settings.,"Working/Stable: Maintainer reported CUDA usage was stable during small batch tests, but later found that rank0 overflow occurs when concurrency is increased to 100.",broken,https://github.com/sgl-project/sglang/issues/13940,[Bug] Qwen3-VL: GPU memory steadily increases with image requests (ends in CUDA OOM)
